Manufacturer/Name,Gun Type,Rarity,Balance,Category,Min Parts,Max Parts,Weight,Part,Dependencies,Excluders 
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01_C,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02_A,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02_B,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02_C,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03_A,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03_B,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03_C,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04_A,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04_B,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BARREL 2,2,3,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04_C,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BOLT,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Bolt/Part_DAL_AR_Bolt_01,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,BOLT,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Bolt/Part_DAL_AR_Bolt_02,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,None,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Foregrip/Part_DAL_AR_Foregrip_01,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Foregrip/Part_DAL_AR_Foregrip_02,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Foregrip/Part_DAL_AR_Foregrip_03,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Foregrip/Part_DAL_AR_Foregrip_04,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FOREGRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Foregrip/Part_DAL_AR_Foregrip_05,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_01,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_02,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_03,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_04,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_05,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,GRIP,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Grip/Part_DAL_AR_Grip_06,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_01,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_02,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_03,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_Xbow_01,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_Xbow_02,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MAGAZINE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Magazine/Part_DAL_AR_Magazine_Xbow_03,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,RAIL,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_01,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,RAIL,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_02,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,RAIL,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_03,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,RAIL,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_04,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,SCOPE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Scope/Part_DAL_AR_Scope_01,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_03",
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,SCOPE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Scope/Part_DAL_AR_Scope_02,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_03",
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,SCOPE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Scope/Part_DAL_AR_Scope_03,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Rail/Part_DAL_AR_Rail_03",
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_Auto_Burst,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_Auto_Single,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_Burst_Single,,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_04/Part_DAL_AR_Barrel_04
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Auto_2x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Auto_3x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Auto_4x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Single_2x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Single_3x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,FIRE SELECTOR,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/FiringMode/Part_DAL_AR_FiringMode_Xbow_Single_4x,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,1.8,None,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,0.25,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Elemental/Part_DAL_AR_Ele_Fire,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,0.25,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Elemental/Part_DAL_AR_Ele_Cryo,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,0.25,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Elemental/Part_DAL_AR_Ele_Shock,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,0.25,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Elemental/Part_DAL_AR_Ele_DarkMagic,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,ELEMENTAL,1,1,0.25,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Elemental/Part_DAL_AR_Ele_Poison,,
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,PINCUSHION TYPE,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/PincushionType/Part_DAL_AR_PincushionType_01,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,PINCUSHION TYPE,1,1,0.6,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/PincushionType/Part_DAL_AR_PincushionType_02,,"/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_01/Part_DAL_AR_Barrel_01, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_02/Part_DAL_AR_Barrel_02, /Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Barrel/Barrel_03/Part_DAL_AR_Barrel_03"
Dahl,ARs,04/Very Rare,\Game\Gear\Weapons\AssaultRifles\Dahl\_Shared\_Design\BalanceState\Balance_DAL_AR_04_VeryRare,MATERIAL,1,1,1,/Game/Gear/Weapons/AssaultRifles/Dahl/_Shared/_Design/Parts/Material/Part_DAL_AR_Material_04_VeryRare,,
Dahl,Pistols,01/Common,\Game\Gear\Weapons\Pistols\Dahl\_Shared\_Design\BalanceState\Balance_DAL_PS_01_Common,BODY,1,1,1,/Game/Gear/Weapons/Pistols/Dahl/_Shared/_Design/Parts/Body/Part_Dal_PS_Body,,
